N,LB,TH,K,weight_mode,vol_target,total_return_pct,cagr_pct,max_drawdown_pct,sharpe_ratio,calmar_ratio,exposure_pct,total_trades,final_nav
20,30,0.65,3,Inverse_Vol,False,20.31,7.44,-48.49,0.4,0.15,28.9,157,12030.99
30,30,0.4,5,Equal_Weight,False,18.33,6.75,-62.64,0.4,0.11,37.8,255,11833.23
30,60,0.4,5,Inverse_Vol,False,13.73,5.18,-58.88,0.4,0.09,40.8,179,11372.52
50,60,0.4,5,Inverse_Vol,True,14.81,5.57,-60.58,0.4,0.09,37.5,184,11481.41
20,30,0.65,3,Hysteresis_Rank,True,16.75,6.2,-52.09,0.39,0.12,28.9,105,11675.23
30,60,0.4,1,Equal_Weight,False,-16.51,-6.83,-76.13,0.39,0.09,40.8,87,8348.88
30,60,0.4,1,Inverse_Vol,False,-16.51,-6.83,-76.13,0.39,0.09,40.8,87,8348.88
50,30,0.4,1,Hysteresis_Rank,True,-16.54,-6.78,-84.04,0.39,0.08,34.5,89,8346.09
30,30,0.4,3,Inverse_Vol,True,10.73,4.04,-72.86,0.39,0.06,37.8,198,11073.39
50,60,0.5,3,Inverse_Vol,False,11.0,4.18,-64.61,0.39,0.06,33.2,147,11099.8
20,30,0.65,1,Equal_Weight,False,-4.08,-1.6,-59.8,0.39,0.03,28.9,100,9592.41
20,30,0.65,1,Inverse_Vol,False,-4.08,-1.6,-59.8,0.39,0.03,28.9,100,9592.41
20,30,0.65,5,Equal_Weight,False,19.17,7.05,-47.42,0.38,0.15,28.9,203,11917.39
50,60,0.65,5,Inverse_Vol,True,15.74,5.9,-53.95,0.38,0.11,25.9,128,11573.76
20,14,0.4,5,Equal_Weight,True,14.72,5.47,-55.61,0.38,0.1,35.5,300,11471.51
20,14,0.4,5,Hysteresis_Rank,False,15.25,5.66,-55.45,0.38,0.1,35.5,199,11524.55
20,14,0.4,3,Equal_Weight,True,11.72,4.4,-59.02,0.38,0.07,35.5,257,11171.9
30,60,0.65,5,Equal_Weight,False,13.48,5.09,-57.21,0.37,0.09,29.9,132,11348.03
30,30,0.5,5,Equal_Weight,True,12.84,4.8,-63.85,0.37,0.08,32.9,227,11283.56
20,60,0.4,3,Inverse_Vol,False,5.53,2.13,-59.66,0.37,0.04,43.6,162,10552.76
30,30,0.4,3,Hysteresis_Rank,True,5.21,1.99,-64.05,0.36,0.03,37.8,112,10520.93
30,30,0.4,1,Equal_Weight,False,-24.91,-10.52,-82.05,0.35,0.13,37.8,118,7509.43
30,30,0.4,1,Inverse_Vol,False,-24.91,-10.52,-82.05,0.35,0.13,37.8,118,7509.43
20,30,0.4,5,Inverse_Vol,False,11.15,4.19,-55.51,0.35,0.08,40.8,280,11114.95
50,60,0.65,5,Equal_Weight,False,10.36,3.94,-58.47,0.35,0.07,25.9,128,11035.68
30,60,0.4,1,Equal_Weight,True,-33.0,-14.54,-80.76,0.34,0.18,40.8,87,6700.04
30,60,0.4,1,Inverse_Vol,True,-33.0,-14.54,-80.76,0.34,0.18,40.8,87,6700.04
30,30,0.5,1,Equal_Weight,False,-24.86,-10.5,-78.19,0.34,0.13,32.9,117,7514.38
30,30,0.5,1,Inverse_Vol,False,-24.86,-10.5,-78.19,0.34,0.13,32.9,117,7514.38
20,60,0.4,1,Hysteresis_Rank,True,-20.44,-8.58,-82.41,0.34,0.1,43.6,70,7955.87
20,14,0.4,5,Hysteresis_Rank,True,8.19,3.1,-55.93,0.34,0.06,35.5,199,10819.26
50,60,0.4,3,Inverse_Vol,False,0.14,0.06,-63.92,0.34,0.0,37.5,173,10014.37
20,60,0.4,1,Equal_Weight,False,-29.22,-12.68,-72.42,0.33,0.18,43.6,97,7077.67
20,60,0.4,1,Inverse_Vol,False,-29.22,-12.68,-72.42,0.33,0.18,43.6,97,7077.67
20,30,0.5,5,Inverse_Vol,False,10.5,3.95,-53.37,0.33,0.07,36.1,258,11049.52
30,30,0.4,5,Inverse_Vol,True,5.97,2.28,-68.9,0.33,0.03,37.8,255,10596.88
30,60,0.65,1,Equal_Weight,False,-20.64,-8.67,-73.65,0.32,0.12,29.9,58,7936.49
30,60,0.65,1,Inverse_Vol,False,-20.64,-8.67,-73.65,0.32,0.12,29.9,58,7936.49
30,30,0.5,3,Equal_Weight,True,-1.54,-0.6,-71.59,0.32,0.01,32.9,181,9845.88
50,60,0.5,5,Equal_Weight,True,1.03,0.4,-65.3,0.32,0.01,33.2,158,10102.84
50,60,0.4,5,Equal_Weight,False,0.34,0.13,-61.37,0.32,0.0,37.5,184,10033.78
20,30,0.5,1,Equal_Weight,True,-27.02,-11.51,-72.27,0.31,0.16,36.1,119,7298.19
20,30,0.5,1,Inverse_Vol,True,-27.02,-11.51,-72.27,0.31,0.16,36.1,119,7298.19
30,30,0.5,3,Hysteresis_Rank,True,-1.43,-0.56,-64.87,0.31,0.01,32.9,111,9856.95
20,60,0.65,3,Inverse_Vol,False,0.35,0.14,-60.07,0.31,0.0,33.1,126,10035.17
20,30,0.65,1,Equal_Weight,True,-23.3,-9.78,-62.54,0.3,0.16,28.9,100,7670.13
20,30,0.65,1,Inverse_Vol,True,-23.3,-9.78,-62.54,0.3,0.16,28.9,100,7670.13
30,60,0.4,5,Inverse_Vol,True,-6.2,-2.48,-66.01,0.3,0.04,40.8,179,9380.08
30,30,0.4,3,Equal_Weight,True,-9.72,-3.89,-73.62,0.29,0.05,37.8,198,9028.13
30,30,0.4,5,Hysteresis_Rank,False,1.31,0.51,-56.12,0.29,0.01,37.8,148,10130.63
30,60,0.65,5,Equal_Weight,True,-1.84,-0.72,-63.5,0.29,0.01,29.9,132,9816.49
50,30,0.5,1,Hysteresis_Rank,False,-27.02,-11.51,-67.74,0.28,0.17,30.7,85,7298.29
30,60,0.65,3,Hysteresis_Rank,False,-6.22,-2.49,-61.02,0.28,0.04,29.9,63,9378.46
20,30,0.65,5,Hysteresis_Rank,True,4.29,1.64,-47.71,0.28,0.03,28.9,120,10428.52
50,60,0.65,3,Hysteresis_Rank,False,-4.34,-1.73,-56.45,0.28,0.03,25.9,64,9566.11
30,30,0.5,5,Hysteresis_Rank,True,-1.26,-0.49,-63.22,0.28,0.01,32.9,139,9873.52
50,60,0.65,3,Inverse_Vol,False,-1.86,-0.73,-60.16,0.28,0.01,25.9,115,9813.81
20,60,0.4,1,Equal_Weight,True,-45.9,-21.41,-76.61,0.27,0.28,43.6,97,5410.41
20,60,0.4,1,Inverse_Vol,True,-45.9,-21.41,-76.61,0.27,0.28,43.6,97,5410.41
30,60,0.65,1,Equal_Weight,True,-32.77,-14.43,-78.04,0.27,0.18,29.9,58,6722.62
30,60,0.65,1,Inverse_Vol,True,-32.77,-14.43,-78.04,0.27,0.18,29.9,58,6722.62
20,60,0.4,3,Inverse_Vol,True,-16.13,-6.67,-66.98,0.27,0.1,43.6,162,8386.77
20,30,0.4,3,Hysteresis_Rank,True,-9.65,-3.86,-62.2,0.27,0.06,40.8,129,9034.69
50,30,0.5,1,Equal_Weight,False,-42.12,-19.13,-85.47,0.26,0.22,30.7,110,5787.56
50,30,0.5,1,Inverse_Vol,False,-42.12,-19.13,-85.47,0.26,0.22,30.7,110,5787.56
50,60,0.5,3,Inverse_Vol,True,-12.8,-5.23,-70.9,0.26,0.07,33.2,147,8719.95
30,30,0.4,1,Equal_Weight,True,-47.44,-22.09,-88.7,0.25,0.25,37.8,118,5256.43
30,30,0.4,1,Inverse_Vol,True,-47.44,-22.09,-88.7,0.25,0.25,37.8,118,5256.43
30,60,0.5,5,Inverse_Vol,False,-8.59,-3.46,-64.67,0.25,0.05,36.3,156,9140.54
50,60,0.4,3,Inverse_Vol,True,-19.21,-8.03,-69.87,0.24,0.11,37.5,173,8079.05
20,30,0.65,3,Equal_Weight,False,-6.49,-2.57,-53.15,0.24,0.05,28.9,157,9351.29
30,30,0.4,5,Equal_Weight,True,-9.61,-3.85,-72.54,0.24,0.05,37.8,255,9039.13
50,60,0.65,5,Equal_Weight,True,-7.48,-3.01,-63.37,0.24,0.05,25.9,128,9251.55
20,30,0.4,5,Hysteresis_Rank,False,-4.84,-1.91,-54.66,0.24,0.03,40.8,153,9515.93
50,30,0.4,1,Equal_Weight,True,-53.21,-25.53,-89.81,0.23,0.28,34.5,117,4678.81
50,30,0.4,1,Inverse_Vol,True,-53.21,-25.53,-89.81,0.23,0.28,34.5,117,4678.81
30,30,0.5,1,Equal_Weight,True,-46.64,-21.64,-84.95,0.23,0.25,32.9,117,5335.75
30,30,0.5,1,Inverse_Vol,True,-46.64,-21.64,-84.95,0.23,0.25,32.9,117,5335.75
30,30,0.5,1,Hysteresis_Rank,False,-36.62,-16.22,-71.08,0.23,0.23,32.9,93,6338.17
30,60,0.4,3,Hysteresis_Rank,False,-19.09,-7.97,-66.8,0.23,0.12,40.8,87,8091.02
50,60,0.4,5,Equal_Weight,True,-16.95,-7.03,-68.12,0.23,0.1,37.5,184,8305.18
50,60,0.5,3,Equal_Weight,False,-16.04,-6.63,-65.38,0.23,0.1,33.2,147,8396.04
50,60,0.4,1,Equal_Weight,False,-45.14,-20.98,-82.74,0.22,0.25,37.5,94,5486.4
50,60,0.4,1,Inverse_Vol,False,-45.14,-20.98,-82.74,0.22,0.25,37.5,94,5486.4
50,60,0.5,1,Equal_Weight,False,-41.4,-18.92,-83.58,0.22,0.23,33.2,76,5859.66
50,60,0.5,1,Inverse_Vol,False,-41.4,-18.92,-83.58,0.22,0.23,33.2,76,5859.66
50,30,0.65,1,Hysteresis_Rank,False,-29.1,-12.5,-76.12,0.22,0.16,24.2,75,7089.85
20,60,0.65,5,Inverse_Vol,False,-7.82,-3.14,-53.05,0.22,0.06,33.1,147,9218.21
20,60,0.4,3,Equal_Weight,False,-22.95,-9.72,-63.43,0.21,0.15,43.6,162,7704.92
20,60,0.65,3,Inverse_Vol,True,-17.05,-7.07,-66.18,0.21,0.11,33.1,126,8294.67
50,30,0.5,1,Hysteresis_Rank,True,-43.83,-20.06,-72.34,0.2,0.28,30.7,85,5616.86
30,60,0.4,5,Equal_Weight,False,-20.73,-8.71,-65.1,0.2,0.13,40.8,179,7926.84
20,60,0.65,3,Hysteresis_Rank,False,-15.71,-6.49,-61.81,0.2,0.1,33.1,74,8428.98
20,30,0.65,3,Inverse_Vol,True,-9.49,-3.8,-53.73,0.2,0.07,28.9,157,9050.94
50,60,0.65,5,Hysteresis_Rank,False,-10.58,-4.29,-58.77,0.2,0.07,25.9,71,8941.62
30,60,0.4,3,Inverse_Vol,False,-24.93,-10.64,-65.74,0.19,0.16,40.8,164,7507.37
20,30,0.5,3,Hysteresis_Rank,False,-13.81,-5.6,-61.08,0.19,0.09,36.1,133,8619.29
20,60,0.5,1,Hysteresis_Rank,False,-35.09,-15.59,-78.61,0.18,0.2,39.8,65,6491.31
20,60,0.4,3,Hysteresis_Rank,False,-25.41,-10.86,-64.45,0.18,0.17,43.6,99,7459.47
50,60,0.4,3,Equal_Weight,False,-25.38,-10.85,-64.8,0.18,0.17,37.5,173,7461.97
50,60,0.5,3,Hysteresis_Rank,False,-22.78,-9.65,-65.67,0.18,0.15,33.2,75,7721.62
20,30,0.65,5,Equal_Weight,True,-7.88,-3.14,-50.35,0.18,0.06,28.9,203,9211.6
30,30,0.4,1,Hysteresis_Rank,False,-48.05,-22.45,-78.95,0.17,0.28,37.8,91,5194.52
30,60,0.5,1,Equal_Weight,False,-46.4,-21.7,-81.12,0.17,0.27,36.3,72,5360.41
30,60,0.5,1,Inverse_Vol,False,-46.4,-21.7,-81.12,0.17,0.27,36.3,72,5360.41
30,60,0.65,1,Hysteresis_Rank,False,-39.77,-18.04,-75.91,0.17,0.24,29.9,49,6022.86
30,60,0.65,3,Inverse_Vol,False,-19.68,-8.24,-64.92,0.17,0.13,29.9,123,8031.83
20,60,0.65,5,Inverse_Vol,True,-15.22,-6.27,-55.49,0.17,0.11,33.1,147,8477.95
50,60,0.4,1,Equal_Weight,True,-56.59,-27.92,-86.79,0.16,0.32,37.5,94,4341.04
50,60,0.4,1,Inverse_Vol,True,-56.59,-27.92,-86.79,0.16,0.32,37.5,94,4341.04
30,60,0.65,3,Hysteresis_Rank,True,-24.64,-10.5,-67.68,0.16,0.16,29.9,63,7536.08
50,60,0.65,3,Hysteresis_Rank,True,-22.79,-9.65,-61.62,0.16,0.16,25.9,64,7721.11
50,60,0.65,3,Inverse_Vol,True,-21.02,-8.84,-65.34,0.16,0.14,25.9,115,7897.55
20,60,0.5,3,Inverse_Vol,False,-26.51,-11.38,-70.05,0.15,0.16,39.8,146,7348.62
30,30,0.65,1,Hysteresis_Rank,False,-41.56,-18.82,-67.35,0.14,0.28,26.5,66,5844.24
50,60,0.5,1,Hysteresis_Rank,False,-46.87,-21.97,-78.82,0.14,0.28,33.2,57,5312.79
50,60,0.5,5,Hysteresis_Rank,False,-21.07,-8.86,-60.08,0.14,0.15,33.2,82,7893.45
50,60,0.65,3,Equal_Weight,False,-23.61,-10.03,-67.98,0.14,0.15,25.9,115,7638.81
30,60,0.65,5,Hysteresis_Rank,False,-17.96,-7.47,-59.4,0.14,0.13,29.9,72,8203.64
50,60,0.5,1,Equal_Weight,True,-56.24,-27.69,-87.52,0.13,0.32,33.2,76,4375.68
50,60,0.5,1,Inverse_Vol,True,-56.24,-27.69,-87.52,0.13,0.32,33.2,76,4375.68
30,30,0.65,1,Hysteresis_Rank,True,-46.63,-21.63,-70.22,0.13,0.31,26.5,66,5336.62
50,30,0.65,1,Hysteresis_Rank,True,-43.92,-20.11,-78.67,0.13,0.26,24.2,75,5607.66
50,60,0.65,1,Equal_Weight,False,-46.8,-21.93,-83.02,0.13,0.26,25.9,64,5320.29
50,60,0.65,1,Inverse_Vol,False,-46.8,-21.93,-83.02,0.13,0.26,25.9,64,5320.29
30,60,0.5,5,Inverse_Vol,True,-27.78,-11.99,-71.08,0.13,0.17,36.3,156,7221.94
30,30,0.4,5,Hysteresis_Rank,True,-22.34,-9.35,-63.6,0.13,0.15,37.8,148,7765.72
20,30,0.5,5,Hysteresis_Rank,False,-14.4,-5.85,-53.7,0.13,0.11,36.1,148,8560.49
20,60,0.4,3,Equal_Weight,True,-38.73,-17.48,-68.89,0.12,0.25,43.6,162,6127.46
30,60,0.4,5,Equal_Weight,True,-35.61,-15.86,-72.2,0.12,0.22,40.8,179,6439.3
50,60,0.4,3,Hysteresis_Rank,False,-32.63,-14.35,-67.28,0.12,0.21,37.5,96,6736.94
20,30,0.4,5,Equal_Weight,False,-21.18,-8.82,-60.58,0.12,0.15,40.8,280,7881.95
50,30,0.5,1,Equal_Weight,True,-63.41,-32.31,-89.35,0.11,0.36,30.7,110,3659.23
50,30,0.5,1,Inverse_Vol,True,-63.41,-32.31,-89.35,0.11,0.36,30.7,110,3659.23
30,60,0.4,1,Hysteresis_Rank,False,-55.75,-27.37,-78.69,0.11,0.35,40.8,67,4425.33
30,60,0.4,3,Hysteresis_Rank,True,-38.9,-17.57,-74.28,0.11,0.24,40.8,87,6110.22
20,60,0.65,3,Hysteresis_Rank,True,-29.13,-12.64,-68.24,0.11,0.19,33.1,74,7087.07
30,30,0.5,1,Hysteresis_Rank,True,-55.95,-27.26,-77.83,0.1,0.35,32.9,93,4405.05
50,60,0.65,1,Hysteresis_Rank,False,-44.6,-20.68,-75.71,0.1,0.27,25.9,53,5540.33
50,60,0.5,3,Equal_Weight,True,-35.44,-15.77,-71.82,0.1,0.22,33.2,147,6456.09
20,30,0.4,5,Inverse_Vol,True,-22.84,-9.57,-61.44,0.1,0.16,40.8,280,7716.02
30,60,0.5,1,Equal_Weight,True,-60.0,-30.2,-85.24,0.09,0.35,36.3,72,3999.56
30,60,0.5,1,Inverse_Vol,True,-60.0,-30.2,-85.24,0.09,0.35,36.3,72,3999.56
30,60,0.65,1,Hysteresis_Rank,True,-52.01,-25.03,-80.33,0.09,0.31,29.9,49,4799.12
20,60,0.4,5,Hysteresis_Rank,False,-30.5,-13.3,-62.81,0.09,0.21,43.6,107,6950.45
50,60,0.65,5,Hysteresis_Rank,True,-24.93,-10.64,-64.03,0.09,0.17,25.9,71,7507.34
20,30,0.5,5,Inverse_Vol,True,-19.24,-7.96,-58.12,0.09,0.14,36.1,258,8075.87
50,60,0.4,1,Hysteresis_Rank,False,-57.24,-28.35,-77.97,0.08,0.36,37.5,74,4275.76
20,60,0.4,3,Hysteresis_Rank,True,-42.32,-19.41,-71.03,0.08,0.27,43.6,99,5768.36
50,60,0.4,3,Equal_Weight,True,-41.84,-19.16,-70.98,0.08,0.27,37.5,173,5815.82
30,60,0.4,3,Inverse_Vol,True,-41.5,-18.97,-72.97,0.08,0.26,40.8,164,5849.98
20,60,0.65,3,Equal_Weight,False,-32.66,-14.37,-67.7,0.08,0.21,33.1,126,6734.12
30,60,0.5,5,Equal_Weight,False,-33.93,-15.0,-70.48,0.07,0.21,36.3,156,6607.37
20,60,0.65,1,Hysteresis_Rank,False,-50.89,-24.34,-69.98,0.06,0.35,33.1,54,4911.22
30,60,0.5,3,Hysteresis_Rank,False,-39.02,-17.64,-70.57,0.06,0.25,36.3,75,6097.68
30,60,0.65,3,Inverse_Vol,True,-34.56,-15.33,-71.1,0.06,0.22,29.9,123,6543.83
50,60,0.5,1,Hysteresis_Rank,True,-60.08,-30.25,-83.41,0.05,0.36,33.2,57,3991.72
50,60,0.65,1,Equal_Weight,True,-56.59,-27.92,-86.65,0.05,0.32,25.9,64,4341.04
50,60,0.65,1,Inverse_Vol,True,-56.59,-27.92,-86.65,0.05,0.32,25.9,64,4341.04
20,60,0.4,5,Inverse_Vol,False,-33.86,-14.97,-62.09,0.05,0.24,43.6,202,6613.68
20,30,0.65,3,Equal_Weight,True,-29.42,-12.65,-56.14,0.05,0.23,28.9,157,7058.22
50,60,0.5,5,Hysteresis_Rank,True,-32.82,-14.45,-66.97,0.05,0.22,33.2,82,6717.63
30,30,0.4,1,Hysteresis_Rank,True,-64.91,-33.4,-85.29,0.04,0.39,37.8,91,3509.47
50,60,0.65,1,Hysteresis_Rank,True,-53.12,-25.71,-79.59,0.04,0.32,25.9,53,4687.74
50,60,0.5,3,Hysteresis_Rank,True,-41.78,-19.12,-72.9,0.04,0.26,33.2,75,5821.99
20,30,0.4,3,Inverse_Vol,False,-34.89,-15.34,-67.26,0.04,0.23,40.8,216,6511.17
20,30,0.4,5,Hysteresis_Rank,True,-30.29,-13.07,-60.2,0.04,0.22,40.8,153,6970.66
30,60,0.65,5,Hysteresis_Rank,True,-31.07,-13.58,-66.54,0.04,0.2,29.9,72,6893.17
30,60,0.5,3,Inverse_Vol,False,-39.74,-18.02,-71.27,0.03,0.25,36.3,146,6025.94
50,60,0.4,5,Hysteresis_Rank,False,-35.49,-15.8,-62.35,0.03,0.25,37.5,98,6450.76
20,30,0.5,5,Equal_Weight,False,-26.98,-11.49,-61.68,0.03,0.19,36.1,258,7301.51
30,60,0.4,1,Hysteresis_Rank,True,-68.29,-36.27,-83.58,0.02,0.43,40.8,67,3171.18
20,30,0.5,3,Hysteresis_Rank,True,-35.56,-15.68,-64.96,0.02,0.24,36.1,133,6443.68
50,60,0.4,1,Hysteresis_Rank,True,-67.04,-35.3,-82.64,0.01,0.43,37.5,74,3296.46
30,60,0.4,3,Equal_Weight,False,-47.04,-22.07,-68.58,0.01,0.32,40.8,164,5295.53
50,60,0.4,3,Hysteresis_Rank,True,-47.82,-22.53,-74.3,0.01,0.3,37.5,96,5217.55
20,60,0.4,5,Hysteresis_Rank,True,-43.3,-19.95,-69.68,0.01,0.29,43.6,107,5670.32
20,60,0.65,5,Equal_Weight,False,-32.89,-14.48,-54.84,0.01,0.26,33.1,147,6710.97
50,60,0.65,3,Equal_Weight,True,-39.37,-17.83,-72.41,0.01,0.25,25.9,115,6062.82
20,60,0.5,1,Hysteresis_Rank,True,-59.95,-30.16,-84.82,0.0,0.36,39.8,65,4004.56
20,30,0.4,3,Equal_Weight,False,-41.44,-18.76,-66.65,0.0,0.28,40.8,216,5855.6
20,60,0.5,3,Inverse_Vol,True,-46.36,-21.68,-76.41,0.0,0.28,39.8,146,5364.13
20,60,0.65,5,Hysteresis_Rank,False,-32.27,-14.18,-54.12,0.0,0.26,33.1,84,6772.56
20,30,0.5,3,Inverse_Vol,False,-34.51,-15.15,-66.6,-0.0,0.23,36.1,199,6548.65
20,60,0.4,5,Inverse_Vol,True,-43.25,-19.93,-66.61,-0.01,0.3,43.6,202,5675.31
30,60,0.65,3,Equal_Weight,False,-41.62,-19.04,-68.05,-0.01,0.28,29.9,123,5837.87
20,60,0.65,3,Equal_Weight,True,-44.88,-20.84,-72.95,-0.02,0.29,33.1,126,5511.53
30,60,0.5,1,Hysteresis_Rank,False,-63.59,-32.72,-81.06,-0.03,0.4,36.3,60,3641.08
20,60,0.5,3,Hysteresis_Rank,False,-47.49,-22.33,-73.71,-0.03,0.3,39.8,88,5250.78
50,60,0.4,5,Hysteresis_Rank,True,-45.29,-21.07,-68.94,-0.04,0.31,37.5,98,5471.18
30,60,0.5,5,Equal_Weight,True,-48.34,-22.83,-76.78,-0.04,0.3,36.3,156,5165.8
20,60,0.65,5,Equal_Weight,True,-40.7,-18.53,-61.44,-0.05,0.3,33.1,147,5930.34
20,60,0.65,5,Hysteresis_Rank,True,-39.66,-17.98,-61.24,-0.05,0.29,33.1,84,6033.81
20,60,0.5,1,Equal_Weight,False,-69.19,-36.99,-83.3,-0.06,0.44,39.8,89,3081.07
20,60,0.5,1,Inverse_Vol,False,-69.19,-36.99,-83.3,-0.06,0.44,39.8,89,3081.07
20,60,0.65,1,Hysteresis_Rank,True,-62.09,-31.65,-77.56,-0.06,0.41,33.1,54,3790.84
20,30,0.5,5,Hysteresis_Rank,True,-34.22,-15.0,-57.92,-0.06,0.26,36.1,148,6578.15
30,60,0.4,3,Equal_Weight,True,-58.57,-29.23,-75.71,-0.07,0.39,40.8,164,4142.72
20,60,0.5,3,Equal_Weight,False,-52.01,-25.03,-75.87,-0.07,0.33,39.8,146,4798.76
30,60,0.5,3,Hysteresis_Rank,True,-55.25,-27.05,-77.53,-0.08,0.35,36.3,75,4475.1
20,60,0.4,5,Equal_Weight,False,-48.38,-22.85,-66.6,-0.08,0.34,43.6,202,5161.74
20,30,0.5,3,Equal_Weight,False,-44.35,-20.35,-67.77,-0.08,0.3,36.1,199,5564.59
20,60,0.65,1,Equal_Weight,False,-66.45,-34.85,-82.2,-0.09,0.42,33.1,71,3354.54
20,60,0.65,1,Inverse_Vol,False,-66.45,-34.85,-82.2,-0.09,0.42,33.1,71,3354.54
30,60,0.5,3,Inverse_Vol,True,-54.41,-26.52,-77.9,-0.09,0.34,36.3,146,4558.75
30,60,0.65,3,Equal_Weight,True,-51.66,-24.81,-73.04,-0.09,0.34,29.9,123,4833.72
30,60,0.4,5,Hysteresis_Rank,False,-49.87,-23.73,-71.83,-0.1,0.33,40.8,99,5012.84
20,30,0.4,5,Equal_Weight,True,-45.87,-21.2,-65.35,-0.11,0.32,40.8,280,5412.6
20,60,0.5,1,Equal_Weight,True,-77.81,-44.6,-86.81,-0.14,0.51,39.8,89,2219.25
20,60,0.5,1,Inverse_Vol,True,-77.81,-44.6,-86.81,-0.14,0.51,39.8,89,2219.25
20,60,0.4,5,Equal_Weight,True,-57.03,-28.21,-71.11,-0.14,0.4,43.6,202,4297.03
30,60,0.5,3,Equal_Weight,False,-57.31,-28.39,-73.68,-0.14,0.39,36.3,146,4268.58
20,60,0.5,5,Inverse_Vol,False,-48.6,-22.98,-70.54,-0.14,0.33,39.8,181,5139.84
30,60,0.5,1,Hysteresis_Rank,True,-75.24,-42.17,-85.49,-0.16,0.49,36.3,60,2476.19
20,60,0.65,1,Equal_Weight,True,-73.37,-40.49,-85.76,-0.16,0.47,33.1,71,2663.05
20,60,0.65,1,Inverse_Vol,True,-73.37,-40.49,-85.76,-0.16,0.47,33.1,71,2663.05
20,60,0.5,3,Hysteresis_Rank,True,-62.51,-31.95,-80.05,-0.18,0.4,39.8,88,3749.33
20,30,0.4,3,Inverse_Vol,True,-56.5,-27.61,-73.38,-0.18,0.38,40.8,216,4350.24
20,30,0.4,3,Equal_Weight,True,-59.99,-29.92,-71.11,-0.19,0.42,40.8,216,4000.61
30,60,0.5,5,Hysteresis_Rank,False,-54.31,-26.46,-71.58,-0.19,0.37,36.3,89,4569.28
30,60,0.4,5,Hysteresis_Rank,True,-61.15,-30.99,-78.69,-0.2,0.39,40.8,99,3885.47
20,30,0.5,5,Equal_Weight,True,-47.75,-22.27,-65.51,-0.2,0.34,36.1,258,5224.67
20,60,0.5,5,Hysteresis_Rank,False,-54.82,-26.78,-75.15,-0.21,0.36,39.8,97,4517.77
20,60,0.5,3,Equal_Weight,True,-65.5,-34.13,-80.61,-0.22,0.42,39.8,146,3449.88
20,60,0.5,5,Inverse_Vol,True,-59.03,-29.53,-75.9,-0.24,0.39,39.8,181,4097.31
20,30,0.5,3,Inverse_Vol,True,-55.27,-26.82,-72.16,-0.24,0.37,36.1,199,4472.92
30,60,0.5,3,Equal_Weight,True,-67.46,-35.62,-80.06,-0.25,0.44,36.3,146,3254.31
20,30,0.5,3,Equal_Weight,True,-61.32,-30.84,-71.7,-0.29,0.43,36.1,199,3867.61
30,60,0.5,5,Hysteresis_Rank,True,-65.25,-33.94,-78.27,-0.31,0.43,36.3,89,3475.29
20,60,0.5,5,Equal_Weight,False,-63.26,-32.48,-76.22,-0.32,0.43,39.8,181,3674.46
20,60,0.5,5,Hysteresis_Rank,True,-66.13,-34.6,-81.04,-0.33,0.43,39.8,97,3387.45
20,60,0.5,5,Equal_Weight,True,-71.92,-39.25,-81.12,-0.43,0.48,39.8,181,2807.56
